id,x,y,mag,error
1,4137.361044618735,347.3255955066375,6.287709063183996,0.07667250072107826
2,2987.3045068193014,864.4809353596185,6.597909775225865,0.07377109052743472
3,1490.804512034073,1502.5907939506587,6.771755775864165,0.061900452850692116
4,2833.563677904851,812.5694732529138,6.7862940782988375,0.06969053791974147
5,662.6375493110162,1410.2599391968863,7.022690426927994,0.05087166745341156
6,4241.779033630573,397.24985117911115,7.387494551792223,0.04275704515773636
7,1068.1321847455617,1824.242065536746,7.510555920204883,0.03608010837649955
8,2743.2768282051884,1802.1896149879817,7.851715673924545,0.04441772215436084
9,2104.9356418014236,1453.7938734613717,7.960000000000001,0.020201327802530027
10,1700.8614674288697,1843.7214826085406,8.073612858864113,0.04192355918891248
11,1056.2799545575156,2069.5284031888114,8.131956788222979,0.04387685951240107
12,3059.294819827584,425.3153381617261,8.21523564575449,0.046741687102284164
13,2153.832158396808,584.1079714059188,8.252933964505484,0.03691311072579601
14,930.8943531810404,2103.1072934090753,8.373322734008827,0.04262309545127986
15,3602.7775763874297,1020.2188056210008,8.426395875984177,0.04107393454223555
16,1619.185384522291,2091.5759530708888,8.448753823067193,0.04815439761454124
17,2956.8638898776867,914.7161168124079,8.45485291302014,0.03454411366059024
18,2364.0596525464375,2560.799897821248,8.53298118856933,0.05208594454660678
19,2767.0269256045394,2444.9990351053984,8.545137328964856,0.052609031625589484
20,1735.5273635321473,1988.187620674931,8.593295919960912,0.041567383993356244
21,1162.0803648430153,1018.9361222944955,8.676438343055413,0.03705828785771405
22,1263.456203231593,1532.1217991260853,8.757323341348318,0.03758975367032012
23,3633.8391594257096,574.9590987849984,8.868075073100716,0.04122723797084672
24,2571.2482544697295,1391.6105169584118,8.978374592899957,0.03984479535046855
25,2966.688956878692,924.9228288080675,8.999008301199662,0.036479345181437
26,3528.882806274701,928.3160161753112,9.02929167696061,0.03930839588351945
27,3901.7123470505594,147.02358732994,9.072045561652214,0.047197984439580704
28,3279.157977688486,984.540481036165,9.152000062625316,0.033440674888917
29,1694.668824538951,1954.204168815314,9.181682184870716,0.04420278853330911
30,301.93602037507793,1862.8498963822992,9.258177978090053,0.046715089023327896
31,4372.081152301189,979.905342013815,9.269885435193771,0.043607676309260934
32,1537.5005146584465,2273.1539989117427,9.272636622172346,0.04994669216893423
33,1631.607023851058,2009.335109682645,9.275039036972966,0.04310535372339662
34,2953.909196605169,893.5292717743038,9.280538366548946,0.035412510652853973
35,2741.9926254182906,2153.0870728609693,9.283806412757059,0.04852075598778828
36,4103.668000392611,1914.3669718412625,9.303243455357979,0.04379537730228076
37,3019.646954796748,443.6390720609011,9.32437420718691,0.04360842132189993
38,3106.7535838208896,769.1524290395153,9.348938180903012,0.04100180356313302
39,2720.811872816503,296.37063175166213,9.360502112186424,0.05106497640493092
40,2815.860658994065,988.6206237059487,9.392619867480416,0.035892847909685055
41,1189.7489945971004,1524.0513096874859,9.3996438519274,0.036043224747680756
42,3430.3379938913076,170.3650748022416,9.414921618958243,0.04478505187755307
43,1717.519383395999,1870.1346952806118,9.4198659056145,0.0420515361363405
44,1704.673516764029,1983.75233799744,9.432700086661242,0.045519129714677656
45,3194.4612494824833,616.2288051065004,9.434823143388659,0.04104432844280582
46,3247.661402768201,834.3878733879332,9.462641600795507,0.04267835715540674
47,2788.1743564988606,2488.7921290397785,9.5060954174166,0.05338177530851527
48,2026.0144056040576,1472.6289285365212,9.533026114821787,0.043433763676630446
49,4159.298511449825,1143.5564303712056,9.541525037084927,0.0403685545179684
50,1872.8335974834395,1806.959350666917,9.541565050885964,0.041543134660796725
51,1331.558030781222,1808.9866601621352,9.572695050445986,0.03887660482335069
52,426.0660890233867,952.5042006128322,9.587536081152983,0.05142286569138939
53,2975.0713071848713,1172.4160988206847,9.58928899709884,0.033310464915905565
54,3052.3689161178536,790.8015350003171,9.591598098832108,0.03897412450241985
55,1415.2046832303308,1224.221587402821,9.610488973780221,0.03843429910758231
56,1120.6249178837584,2159.7315157928906,9.61772872767315,0.045053503895022134
57,2898.5938268940768,2593.6758301493364,9.623373449472691,0.058120206077047584
58,4044.673291455494,1495.654374363543,9.703374569273524,0.04275207852212859
59,1796.2398212890819,2051.234039099792,9.707577762908826,0.044123819531379005
60,377.06797118086513,2510.9518890976638,9.735516083703079,0.04474239055984817
61,1599.0742993945598,1089.0962050758305,9.741911832227693,0.040432559587091646
62,2834.4497745819326,441.2011181641008,9.742108092718738,0.05964021303120789
63,3001.702905992965,802.7229901456788,9.751528026663816,0.039942328190133755
64,1863.5676814782935,848.747418626096,9.771838004655166,0.03863139647904353
65,1701.8473362347643,1732.0889013268713,9.79561415923855,0.037985237184471984
66,2997.0152627223188,905.8032703122486,9.80689403570129,0.03605138943487071
67,1626.3759487404648,2582.150231008176,9.82661360495144,0.055307515603179834
68,368.7792480975334,1202.2120198110256,9.877844929005214,0.05030076497072568
69,1397.80294696377,464.838068404524,9.882313807234162,0.04283227080458556
70,3224.4811514919957,1249.7158176044811,9.918740947338943,0.03502940201700948
71,3750.810000232817,504.39071187967284,9.937819087943588,0.041078488362428583
72,1497.3505270575865,1220.080156317649,9.981634520084668,0.03807632052246526
73,2843.4277786549287,1207.4627758707577,9.985403837894829,0.03493005030748697
74,3191.641506341845,899.0092794002302,9.988121160482383,0.03875696360750404
75,2013.39443254351,1594.7109771172964,10.00256740591881,0.04314085213733384
76,1696.7288708854396,1871.0749509650282,10.016690060634126,0.04385084255231718
77,2991.4821714704976,808.0323039632726,10.0276871613584,0.03945844094789713
78,1602.2462470448918,2248.092948922237,10.034251107110581,0.045848954196535244
79,185.07336500039762,1076.8781117872275,10.040947343155612,0.05361113299785068
80,2396.429566772028,637.5937534048885,10.072008091416915,0.0442421410310046
81,1329.9017030620864,2089.887373531031,10.10240563682386,0.04282058071890428
82,4269.332783857636,693.512350673744,10.174133880696644,0.03926111420505257
83,2938.4869214414034,939.0026198793282,10.176557863113036,0.033574135881545494
84,45.5468814816496,2188.8115115022574,10.188354470770559,0.044171711580674025
85,3934.401960785956,1394.2629649453029,10.204698096420497,0.039738374137126775
86,3247.4311302607816,467.1795084449462,10.218658932499995,0.04291128273128042
87,832.0218940285017,337.73218339101714,10.258812386091321,0.05167971059915132
88,1675.9332037795668,197.02698483345583,10.303322849910668,0.045984191244656004
89,841.8418669670384,2142.949173768583,10.308222486622832,0.04855533088141231
90,3137.356835694018,360.49353920296716,10.329973426084774,0.04124615761131758
91,3790.121918129622,2402.5830746342763,10.334134076203057,0.05106037414615458
92,2885.4704536840677,1056.0317060349535,10.344351120041424,0.03440636134421717
93,372.1285349177957,434.84088017295943,10.350846982358107,0.053271578986754574
94,3001.3850874384398,734.2850408001606,10.379612601300206,0.038538142897719674
95,3181.7691866979276,1391.805233655701,10.379945822886285,0.041124288142076575
96,876.3904348636461,2772.048513419232,10.390448134469668,0.05059776355024484
97,4317.605263988257,291.4783847438852,10.391078511258389,0.04444813553698205
98,466.7164061318461,2063.4133209306515,10.400110428501886,0.04364188618868174
99,3871.0439553465303,1525.8790468811844,10.40210850102109,0.04513730197179639
100,3962.514599052016,257.6279186788863,10.451114136461367,0.04653347586787368
101,3007.5866581181413,762.6171498010035,10.453110130807687,0.03593528658994516
102,1286.358863447079,2260.5797318210102,10.455537187982348,0.048790650435939026
103,1464.438996093,935.8698926930733,10.472074339894114,0.03563272177310322
104,3111.1655371392526,1578.5320664951073,10.480132671618591,0.04185617417207824
105,397.48213582145627,1542.1265821147529,10.492966768274194,0.04338824960585064
106,2929.0007197783125,829.3459019949769,10.49297895397136,0.03806718693525951
107,627.5975899936509,2209.6243206714726,10.508066361069048,0.04719653381175916
108,4292.613225523336,2393.9469414331293,10.532882503646949,0.04722439665410151
109,3172.4759853220244,1034.554711850208,10.545417243365925,0.033297521523204865
110,3302.3120716852895,937.7049079874365,10.566252783268027,0.035999268548121216
111,727.296290931413,1301.829330158371,10.58207032164352,0.047145262680149715
112,3434.467849223041,1426.1729716154493,10.592316266020042,0.03853178730675229
113,4442.884459308955,1922.5770363029328,10.59736203864746,0.04021997053059631
114,2259.635091744708,2333.429615390688,10.600820272585622,0.4697500570703432
115,2479.657215569631,1913.9169094613646,10.610999410244279,0.04730247676353434
116,1590.3342753338718,1762.865893239329,10.61592386222468,0.04312868415911725
117,3520.4872316926567,873.5219656054192,10.635631083612562,0.03476059470329418
118,3047.2708983190837,284.611812483614,10.636808468124634,0.04412134729245534
119,2896.3634785177924,712.5911521484201,10.642056784803401,0.03794521702534463
120,385.6510605426121,2769.389053797038,10.644914387789836,0.045398799797930246
121,2603.007204505971,580.6173451728754,10.648686308433128,0.04068282420240735
122,3203.3349527343576,915.2560128483465,10.654037495179075,0.03537837912444115
123,1809.9057717242,2670.712554504373,10.65562004846424,0.05660106885840672
124,1757.9516192587298,1403.9395325991936,10.665635228341241,0.041321844489522384
125,1207.1806266931515,2589.0913653304765,10.686453372662104,0.05193206637575979
126,4422.695120857757,873.4316959821093,10.69892274826383,0.045373023531774234
127,1219.7041991356277,1937.0290879910783,10.715001087249089,0.041164716200325815
128,660.7168195231246,1769.8378076574131,10.726636574889746,0.043195239891588556
129,2258.1433073723892,2330.1104751820344,10.726763225143529,0.051219570731588726
130,4451.742166396343,13.590630177154738,10.734571777138914,0.05415073562155376
131,1056.7906780721733,1636.3017930187373,10.736911299157523,0.03655423439985803
132,2970.1390644245853,763.9595461625672,10.740372007016287,0.038320168747916925
133,1168.7574897389175,2001.1307026390075,10.746543533705903,0.041301300407601514
134,1461.8362657224686,1844.0302984788536,10.770267791378064,0.042814516861550286
135,3128.0612871617586,821.3717873552132,10.777906289768126,0.0392270101232368
136,886.27818726543,1707.166868372245,10.781795101254414,0.04424616731144263
137,2050.6551953317567,1584.009728959812,10.785737348846663,0.04261647289887489
138,2959.998137298676,389.43972822988576,10.819428070661772,0.049336293884534754
139,1654.5790643654423,1834.2938778394725,10.825075715629481,0.03931442162376379
140,1738.5286530921667,2414.9462951977175,10.82651995393406,0.050379782651787386
141,2475.8054374448625,2429.8599737285294,10.833400538910286,0.05069472796367391
142,3496.506611590953,2514.3419691180243,10.852525965475792,0.051238933863531844
143,706.3724519616399,2308.3658630255127,10.852678521002165,0.05261909533569969
144,212.08755857092558,471.0329383002311,10.877264395368012,0.056599339151027564
145,1234.1436936032123,1206.1581554578079,10.8830554912488,0.036918765156766
146,3462.6743114448495,1185.3343034893855,10.888283079465356,0.03922535705119118
147,2779.1939323980605,783.8654490789453,10.897708836354706,0.0376897200024032
148,3063.4601048462,765.4183836954397,10.90673469839442,0.07564209776041503
149,2857.889635866641,1060.700490868303,10.911851770161487,0.034921703794705806
150,460.74803370800777,374.58529683301197,10.913656337485751,0.05077652518152177
151,2016.6057797512876,1809.3469239325766,10.923663001608737,0.04411209165348958
152,3185.678684195479,534.2833205437994,10.928043939953678,0.04553788234419873
153,1725.3534697271864,2358.9338284257624,10.932691974411345,0.05082497196603265
154,2604.034474716652,2403.936610640078,10.936001622646064,0.05009791919233223
155,599.619343925753,898.621502403165,10.938258002827325,0.05028185568202549
156,2973.183653805181,795.9982237357957,10.940094626930787,0.04003672275544055
157,0.38906806948329287,2099.760358490585,10.942364345582703,0.057099371121076596
158,2890.537214782558,525.5604878560098,10.969621231760485,0.04562259083845037
159,3451.7854574575285,1986.0498717442922,10.970978904971183,0.050902116442048326
160,2434.1482804931543,1033.468260529131,10.971838179813847,0.03539071394939705
161,1286.5990176668445,2210.9538161060327,10.979162957480213,0.046292067007863855
162,3431.2451917485578,1037.6551221609752,10.996435508083465,0.03773153982907586
163,3089.0516358746922,467.41278540735266,11.004696394506922,0.046678086045989234
164,3788.269610485058,2453.0210294797403,11.021504239882084,0.047000212343285254
165,1252.1916401993533,1722.2280273807794,11.036046084087896,0.03829171902176236
166,2986.596361216154,846.1320015047041,11.038467982638391,0.040697048468525315
167,1528.8488614998244,867.9853453201379,11.0457928697313,0.036824460623685495
168,2980.8510284388294,921.2223672006323,11.045932901172172,0.035913582446161406
169,2744.280117225059,216.8035166878228,11.055060091886713,0.04960601472820079
170,2982.8105591239773,1491.3578482614391,11.058622356632899,0.04071587410764996
171,1851.076975506337,1959.4844334532572,11.08627543062197,0.03960111728599769
172,2726.5387554149593,103.9423981281723,11.093487267671264,0.04964082005444242
173,2885.9026992026834,586.5532274859662,11.093510894622774,0.041164994076303946
174,1733.911820179239,2283.581108806069,11.099116376960708,0.048995496098968305
175,3192.321892351667,569.6213912705613,11.099251299005786,0.04026965905173384
176,1340.4595876393976,1950.8735919515223,11.109234522393333,0.04192508909734738
177,4059.4143805230883,149.3566982467839,11.114068882495818,0.05240145097855213
178,564.1135943592066,925.9168229089911,11.121614233743372,0.053228749748052175
179,3028.118091934712,816.6039219099442,11.125331049241069,0.03742420971678901
180,1853.0239721714775,1831.0576910317704,11.125771136311133,0.04310601104751363
181,798.5953438590798,2624.9934038436436,11.137506180196898,0.049237106233598296
182,1748.0248141389436,1906.8626109570434,11.15252911254656,0.040015385533617345
183,3680.2743616660005,1171.411738432777,11.155862435399158,0.041393837896199576
184,4014.028898523503,997.9070899983378,11.156044611039132,0.041682987739466035
185,1444.5750034181058,1794.8416091724143,11.160016256930415,0.03948944415533195
186,1319.5685122840434,1942.0270846165254,11.165081946534748,0.04039059415202079
187,1660.2109943165767,1820.2786167243958,11.17219663742792,0.04308357195061432
188,54.28295577095005,142.41227397728053,11.172938576554603,0.06263570822684057
189,1816.5211027920927,1312.8744435803726,11.176966607561802,0.039784176169980506
190,3396.235985719934,1674.1164832961,11.177096246264256,0.042877067223511714
191,3025.9416282324805,827.4531731751141,11.178361752948803,0.03853061599960449
192,3294.6977149949707,480.50971638574504,11.1814665609499,0.04105388381656516
193,3087.7749179334633,2779.316245400907,11.189470419380132,0.0622648843351884
194,2456.4720884873095,1988.1988544978742,11.196337800950008,0.04343821560791495
195,3333.963837423156,1166.520130471851,11.19935095260017,0.038545420985081756
196,1624.9493041676951,2380.7542280869015,11.227178586242648,0.05388650083594441
197,958.9668462133287,2059.179992383811,11.255433262458471,0.04543685992834144
198,3146.8039831634455,1374.3343433332177,11.271070479923889,0.0358048922530931
199,3694.3057794492224,497.4776354921932,11.272211390506211,0.041921236321301625
200,2939.440822362933,838.7470091004517,11.282993979144237,0.033283036276693795
201,3845.94689556434,681.8990300137704,11.305628069152402,0.044905188764175
202,3281.003840591558,21.002378335212434,11.306801759585333,0.04631982215430856
203,4029.5851809754226,788.2915998520681,11.316281693177906,0.042023998237879015
204,3380.441290902598,1127.6694532880067,11.322753444453845,0.03310543644144048
205,1961.7052705120302,1912.208851753536,11.323913511877066,0.04650563053986999
206,3485.9456760321964,497.54337078586514,11.33043201663012,0.043969807419300705
207,1999.494349863022,2025.546881679854,11.338119706278466,0.046463503330288855
208,3722.2289425374397,987.5010680923319,11.341878950225773,0.03837190492628413
209,2739.4278137263295,1192.170816846772,11.346077065573308,0.03711252406755587
210,512.3749992764873,971.1286443945402,11.354880933086974,0.05320232039164657
211,1825.1806012102954,3.596406115712678,11.356809425604354,0.05016726217213292
212,3644.5301973461637,1912.6964408288286,11.36106609500979,0.05008747913855179
213,2925.5354555281037,677.2467182534049,11.361710407033279,0.0446876022376728
214,1489.357164346932,2211.7916064804426,11.382657174351003,0.05073233651554698
