z,mag,error,roundness1,roundness2
2.345559754238155,-14.363268365552251,0.0014728517584000544,-0.5772018767856942,-0.09177160812641293
2.335811745324719,-14.712256391246159,0.0012601704717186413,0.48261586890050906,-0.5738777266808658
2.32701637591398,-14.647675960453611,0.0013006290765865374,-0.6680603358875706,-0.23665616262161066
2.2927995886789514,-14.756527527020985,0.0012393772214674033,-0.512134494822832,0.05720746794276424
2.268011618399889,-14.510378784400533,0.0013806797764856923,0.19447313981399172,0.014243741082487982
2.240146912013216,-14.753194631827117,0.0012354919725245529,-0.7796897129884643,-0.5446832703877905
2.2092845323662487,-14.610979083096742,0.0013235572304284079,-0.09886481479943406,0.18397829193781476
2.181713286703157,-14.755313349432067,0.0012486265237858774,-0.5569822465976644,-0.1264365986298771
2.153000663225992,-14.513106885247943,0.0013793457903792854,0.07314527617973705,-0.22056708942449868
2.1275256750044145,-14.634441672545442,0.0013076494692507708,-0.7276848795456757,0.2674971642843482
2.0983381187855286,-14.53936886039946,0.0013622346616039755,-0.5310911480959751,-0.1501408830628384
2.0760934501724937,-14.529887814475495,0.0013760848721242707,-0.7245343765964583,-0.07598284432340623
2.048437222616641,-14.547377624179799,0.0013562936539950564,-0.4104214902204596,0.46168055222992854
2.0240467869100542,-14.471908372612818,0.0014056015270283804,-0.5774268073250325,0.27855400709379335
2.00219549005329,-14.438627615091287,0.001428427802319311,-0.6290971831648254,0.13027401012521733
1.9914504942783533,-14.755121089125643,0.001240425805531713,-0.025129171833346623,0.2293761659192213
1.982991846753242,-14.515703695073956,0.0013775239093096452,0.36070648724709387,0.2727666152012749
1.9744808988129015,-14.45793347992321,0.001416176177320423,-0.4548378885096225,-0.06945707038190027
1.9665470502921951,-14.4812417256897,0.0014004626141337823,-0.5065426140071249,0.06497248570163733
1.950508334672199,-14.573632048607193,0.001338707229008022,-0.507035967991237,-0.6923045748164579
1.9443655807002642,-14.57085188980579,0.0013398257897018061,0.16209333515667101,0.19979611463231658
1.9371690316733507,-14.460453077593595,0.0014147000699616479,-0.32273084366660737,-0.13562585639900812
1.929908155882445,-14.603731934142566,0.0013199671105932301,-0.182347926589881,0.0160754960049156
1.9206740065646306,-14.566596797415967,0.0013444418573097998,0.534723577887829,0.11450737804007902
1.9152019785234298,-14.506346838041903,0.0013823315001423302,0.2830037550788056,0.28063146023628704
1.9078790809613384,-14.65621430747068,0.0012939163876157422,-0.12013934653369243,0.016197011260617233
1.9014333391762703,-14.677428005667165,0.0012809676973673692,-0.8835852148557911,0.016171696996967678
1.8939901993868318,-14.57312911538786,0.0013393708349429554,-0.7534380893561622,-0.4028037495095286
1.8860361037708364,-14.543816106207323,0.0013598904751487423,-0.01357621543689413,0.2681615038554472
1.8802025989066005,-14.478373594451519,0.001403098646775951,-0.4512132267745251,0.11184209878761155
1.8737295194294599,-14.46743454994385,0.0014094060242487634,-0.7443941103856616,-0.4766996863356185
1.8652847510815835,-14.456184950159116,0.0014169122289314144,0.1258442660725595,-0.12553525730290407
1.8622645403110176,-14.493923450484674,0.0013925774767335822,-0.6731750825598601,-0.25675354169072306
1.8534894348561817,-14.490356331318054,0.0013934824790124499,0.01278032611484994,0.0164960063836918
