z,mag,error,roundness1,roundness2
2.3385763901026886,-13.623686190704625,0.002073955153236121,-0.11859409265606995,0.16657700354727722
2.3288598783076337,-13.624433832634102,0.0021029559718336263,0.541280226806634,0.14689435180722413
2.3200928748944674,-13.552060814195947,0.0021604360776956142,0.2947027321354043,0.46735934789109723
2.2859873462935894,-13.693097961369396,0.0020202303321615795,0.4563068410405054,0.2496735021037565
2.2627821110142388,-13.682215377216966,0.0020157151706796006,-0.1747312780424749,-0.26265340465892484
2.2335125058083474,-13.628176243457435,0.002080492464605759,-0.27535122479879254,-0.20141334944912548
2.2027546578548733,-13.554065276563962,0.002144161325964809,0.25609965662778233,0.1826497178740171
2.175279229241017,-13.611230053061846,0.002118934779285642,0.5826543499685433,0.19773323792457057
2.146666840195626,-13.692222974019606,0.0020163499075618587,0.42540644831845104,0.19915633817748488
2.1212826431976994,-13.713247177669265,0.0019964005890382784,0.2570263099537001,0.1562758127571504
2.0921996303290693,-13.635417743783126,0.002056956280985668,0.5651324318443862,0.34832823674997626
2.070035599424661,-13.557750889397246,0.0021404474136439483,0.7484075668231568,0.3224740727286067
2.042480112959994,-13.722024506369447,0.0019791139732187437,0.8942944823046003,0.24156270043432784
2.0181795031449874,-13.562099021808319,0.002134166579672611,0.47360659778200515,0.25525991430593425
1.9964091617220625,-13.554986931652548,0.0021381501958962342,0.716072927219655,0.1485496631506686
1.9857055904990792,-13.718852735380976,0.0020071349248249187,0.8154891013199311,0.3312241264761952
1.9772782711113472,-13.56280931748162,0.0021339594555820603,0.5457416605257444,0.041927643684003
1.9687992840906219,-13.600418836321197,0.002095969561040507,0.1086484674727782,-0.11007366247854819
1.96089570517944,-13.559679036174654,0.002125799819615144,0.6938208971395368,0.2689226522209278
1.944918438462291,-13.580427540167383,0.0021151614000243786,-0.09081798225656391,0.14891775525436343
1.9387983174533916,-13.561498778222415,0.002136612702113672,0.07558455835067575,0.09769561635052576
1.9316298108174752,-13.625028920521306,0.002072090618436259,0.43462491223978283,-0.0004745687271901329
1.9243966804871568,-13.676891142931442,0.0020222270377293398,0.4541106304068308,0.1027585078675264
1.9151983384158036,-13.65706283639481,0.0020549738124145196,0.692114271736109,0.15585891794022305
1.909746944274108,-13.544296409680543,0.0021501736175829076,0.48352530375845626,0.30294772341433257
1.9024528251256065,-13.64585501738353,0.0020647427116148314,0.5222679746832137,0.4391491589509428
1.8960310191625547,-13.697573142325727,0.002013173336958559,0.4023580615514944,0.4118694804038735
1.8886178562537064,-13.722045924161621,0.001990350762180557,0.11356114793663989,0.20881564816189532
1.8806947724789662,-13.677688180300773,0.0020207228679983104,-0.07991923771463115,-0.04152709827759232
1.8748842263995629,-13.580124635035256,0.0021166084643888246,0.5653410651583651,0.17424322626069852
1.8684359885854898,-13.591021924027235,0.0021071593636665447,0.3872252465477416,0.16912255895746267
1.8600244818335108,-13.565084277989639,0.0021299238904107865,0.6913559254669779,0.2683993836971316
1.8570162458576047,-13.611173958002464,0.002086151417618718,0.6683608459914802,0.20240692506111688
1.8482761784512147,-13.587567123123844,0.0021111572961958493,0.44803229189023747,0.10260766688622718
